Name	Hex	Decimal
TLBX_E_CIRCULAR_IMPORT	0x801311A5	-2146233947
TLBX_E_BAD_NATIVETYPE	0x801311A6	-2146233946
TLBX_E_BAD_VTABLE	0x801311A7	-2146233945
TLBX_E_CRM_NON_STATIC	0x801311A8	-2146233944
TLBX_E_CRM_INVALID_SIG	0x801311A9	-2146233943
TLBX_E_CLASS_LOAD_EXCEPTION	0x801311AA	-2146233942
TLBX_E_UNKNOWN_SIGNATURE	0x801311AB	-2146233941
TLBX_E_REFERENCED_TYPELIB	0x801311AC	-2146233940
TLBX_S_REFERENCED_TYPELIB	0x001311AC	1249708
TLBX_E_INVALID_NAMESPACE	0x801311AD	-2146233939
TLBX_E_LAYOUT_ERROR	0x801311AE	-2146233938
TLBX_E_NOTIUNKNOWN	0x801311AF	-2146233937
TLBX_E_NONVISIBLEVALUECLASS	0x801311B0	-2146233936
TLBX_E_LPTSTR_NOT_ALLOWED	0x801311B1	-2146233935
TLBX_E_AUTO_CS_NOT_ALLOWED	0x801311B2	-2146233934
TLBX_S_NOSTDINTERFACE	0x001311B3	1249715
TLBX_S_DUPLICATE_DISPID	0x001311B4	1249716
TLBX_E_ENUM_VALUE_INVALID	0x801311B5	-2146233931
TLBX_E_DUPLICATE_IID	0x801311B6	-2146233930
TLBX_E_NO_NESTED_ARRAYS	0x801311B7	-2146233929
TLBX_E_PARAM_ERROR_NAMED	0x801311B8	-2146233928
TLBX_E_PARAM_ERROR_UNNAMED	0x801311B9	-2146233927
TLBX_E_AGNOST_SIGNATURE	0x801311BA	-2146233926
TLBX_E_CONVERT_FAIL	0x801311BB	-2146233925
TLBX_W_DUAL_NOT_DISPATCH	0x801311BC	-2146233924
TLBX_E_BAD_SIGNATURE	0x801311BD	-2146233923
TLBX_E_ARRAY_NEEDS_NT_FIXED	0x801311BE	-2146233922
TLBX_E_CLASS_NEEDS_NT_INTF	0x801311BF	-2146233921
META_E_CA_INVALID_TARGET	0x801311C0	-2146233920
META_E_CA_INVALID_VALUE	0x801311C1	-2146233919
META_E_CA_INVALID_BLOB	0x801311C2	-2146233918
META_E_CA_REPEATED_ARG	0x801311C3	-2146233917
META_E_CA_UNKNOWN_ARGUMENT	0x801311C4	-2146233916
META_E_CA_VARIANT_NYI	0x801311C5	-2146233915
META_E_CA_ARRAY_NYI	0x801311C6	-2146233914
META_E_CA_UNEXPECTED_TYPE	0x801311C7	-2146233913
META_E_CA_INVALID_ARGTYPE	0x801311C8	-2146233912
META_E_CA_INVALID_ARG_FOR_TYPE	0x801311C9	-2146233911
META_E_CA_INVALID_UUID	0x801311CA	-2146233910
META_E_CA_INVALID_MARSHALAS_FIELDS	0x801311CB	-2146233909
META_E_CA_NT_FIELDONLY	0x801311CC	-2146233908
META_E_CA_NEGATIVE_PARAMINDEX	0x801311CD	-2146233907
META_E_CA_NEGATIVE_MULTIPLIER	0x801311CE	-2146233906
META_E_CA_NEGATIVE_CONSTSIZE	0x801311CF	-2146233905
META_E_CA_FIXEDSTR_SIZE_REQUIRED	0x801311D0	-2146233904
META_E_CA_CUSTMARSH_TYPE_REQUIRED	0x801311D1	-2146233903
META_E_CA_FILENAME_REQUIRED	0x801311D2	-2146233902
TLBX_W_NO_PROPS_IN_EVENTS	0x801311D3	-2146233901
META_E_NOT_IN_ENC_MODE	0x801311D4	-2146233900
TLBX_W_ENUM_VALUE_TOOBIG	0x001311D5	1249749
META_E_METHOD_COUNTS	0x801311D6	-2146233898
META_E_FIELD_COUNTS	0x801311D7	-2146233897
META_E_PARAM_COUNTS	0x801311D8	-2146233896
TLBX_W_EXPORTING_AUTO_LAYOUT	0x001311D9	1249753
TLBX_E_TYPED_REF	0x801311DA	-2146233894
TLBX_W_DEFAULT_INTF_NOT_VISIBLE	0x001311DB	1249755
TLBX_W_BAD_SAFEARRAYFIELD_NO_ELEMENTVT	0x001311DE	1249758
TLBX_W_LAYOUTCLASS_AS_INTERFACE	0x001311DF	1249759
TLBX_I_GENERIC_BASE_TYPE	0x001311E0	1249760
TLBX_E_BITNESS_MISMATCH	0x801311E1	-2146233887
VLDTR_S_WRN	0x00131200	1249792
VLDTR_S_ERR	0x00131201	1249793
VLDTR_S_WRNERR	0x00131202	1249794
VLDTR_E_RID_OUTOFRANGE	0x80131203	-2146233853
VLDTR_E_CDTKN_OUTOFRANGE	0x80131204	-2146233852
VLDTR_E_CDRID_OUTOFRANGE	0x80131205	-2146233851
VLDTR_E_STRING_INVALID	0x80131206	-2146233850
VLDTR_E_GUID_INVALID	0x80131207	-2146233849
VLDTR_E_BLOB_INVALID	0x80131208	-2146233848
VLDTR_E_MOD_MULTI	0x80131209	-2146233847
VLDTR_E_MOD_NULLMVID	0x8013120A	-2146233846
VLDTR_E_TR_NAMENULL	0x8013120B	-2146233845
VLDTR_E_TR_DUP	0x8013120C	-2146233844
VLDTR_E_TD_NAMENULL	0x8013120D	-2146233843
VLDTR_E_TD_DUPNAME	0x8013120E	-2146233842
VLDTR_E_TD_DUPGUID	0x8013120F	-2146233841
VLDTR_E_TD_NOTIFACEOBJEXTNULL	0x80131210	-2146233840
VLDTR_E_TD_OBJEXTENDSNONNULL	0x80131211	-2146233839
VLDTR_E_TD_EXTENDSSEALED	0x80131212	-2146233838
VLDTR_E_TD_DLTNORTSPCL	0x80131213	-2146233837
VLDTR_E_TD_RTSPCLNOTDLT	0x80131214	-2146233836
VLDTR_E_MI_DECLPRIV	0x80131215	-2146233835
VLDTR_E_AS_BADNAME	0x80131216	-2146233834
VLDTR_E_FILE_SYSNAME	0x80131217	-2146233833
VLDTR_E_MI_BODYSTATIC	0x80131218	-2146233832
VLDTR_E_TD_IFACENOTABS	0x80131219	-2146233831
VLDTR_E_TD_IFACEPARNOTNIL	0x8013121A	-2146233830
VLDTR_E_TD_IFACEGUIDNULL	0x8013121B	-2146233829
VLDTR_E_MI_DECLFINAL	0x8013121C	-2146233828
VLDTR_E_TD_VTNOTSEAL	0x8013121D	-2146233827
VLDTR_E_PD_BADFLAGS	0x8013121E	-2146233826
VLDTR_E_IFACE_DUP	0x8013121F	-2146233825
VLDTR_E_MR_NAMENULL	0x80131220	-2146233824
VLDTR_E_MR_VTBLNAME	0x80131221	-2146233823
VLDTR_E_MR_DELNAME	0x80131222	-2146233822
VLDTR_E_MR_PARNIL	0x80131223	-2146233821
VLDTR_E_MR_BADCALLINGCONV	0x80131224	-2146233820
VLDTR_E_MR_NOTVARARG	0x80131225	-2146233819
VLDTR_E_MR_NAMEDIFF	0x80131226	-2146233818
VLDTR_E_MR_SIGDIFF	0x80131227	-2146233817
VLDTR_E_MR_DUP	0x80131228	-2146233816
VLDTR_E_CL_TDAUTO	0x80131229	-2146233815
VLDTR_E_CL_BADPCKSZ	0x8013122A	-2146233814
VLDTR_E_CL_DUP	0x8013122B	-2146233813
VLDTR_E_FL_BADOFFSET	0x8013122C	-2146233812
VLDTR_E_FL_TDNIL	0x8013122D	-2146233811
VLDTR_E_FL_NOCL	0x8013122E	-2146233810
VLDTR_E_FL_TDNOTEXPLCT	0x8013122F	-2146233809
VLDTR_E_FL_FLDSTATIC	0x80131230	-2146233808
VLDTR_E_FL_DUP	0x80131231	-2146233807
VLDTR_E_MODREF_NAMENULL	0x80131232	-2146233806
VLDTR_E_MODREF_DUP	0x80131233	-2146233805
VLDTR_E_TR_BADSCOPE	0x80131234	-2146233804
VLDTR_E_TD_NESTEDNOENCL	0x80131235	-2146233803
VLDTR_E_TD_EXTTRRES	0x80131236	-2146233802
VLDTR_E_SIGNULL	0x80131237	-2146233801
VLDTR_E_SIGNODATA	0x80131238	-2146233800
VLDTR_E_MD_BADCALLINGCONV	0x80131239	-2146233799
VLDTR_E_MD_THISSTATIC	0x8013123A	-2146233798
VLDTR_E_MD_NOTTHISNOTSTATIC	0x8013123B	-2146233797
VLDTR_E_MD_NOARGCNT	0x8013123C	-2146233796
VLDTR_E_SIG_MISSELTYPE	0x8013123D	-2146233795
VLDTR_E_SIG_MISSTKN	0x8013123E	-2146233794
VLDTR_E_SIG_TKNBAD	0x8013123F	-2146233793
VLDTR_E_SIG_MISSFPTR	0x80131240	-2146233792
VLDTR_E_SIG_MISSFPTRARGCNT	0x80131241	-2146233791
VLDTR_E_SIG_MISSRANK	0x80131242	-2146233790
VLDTR_E_SIG_MISSNSIZE	0x80131243	-2146233789
VLDTR_E_SIG_MISSSIZE	0x80131244	-2146233788
VLDTR_E_SIG_MISSNLBND	0x80131245	-2146233787
VLDTR_E_SIG_MISSLBND	0x80131246	-2146233786
VLDTR_E_SIG_BADELTYPE	0x80131247	-2146233785
VLDTR_E_SIG_MISSVASIZE	0x80131248	-2146233784
VLDTR_E_FD_BADCALLINGCONV	0x80131249	-2146233783
VLDTR_E_MD_NAMENULL	0x8013124A	-2146233782
VLDTR_E_MD_PARNIL	0x8013124B	-2146233781
VLDTR_E_MD_DUP	0x8013124C	-2146233780
VLDTR_E_FD_NAMENULL	0x8013124D	-2146233779
VLDTR_E_FD_PARNIL	0x8013124E	-2146233778
VLDTR_E_FD_DUP	0x8013124F	-2146233777
VLDTR_E_AS_MULTI	0x80131250	-2146233776
VLDTR_E_AS_NAMENULL	0x80131251	-2146233775
VLDTR_E_SIG_TOKTYPEMISMATCH	0x80131252	-2146233774
VLDTR_E_CL_TDINTF	0x80131253	-2146233773
VLDTR_E_ASOS_OSPLTFRMIDINVAL	0x80131254	-2146233772
VLDTR_E_AR_NAMENULL	0x80131255	-2146233771
VLDTR_E_TD_ENCLNOTNESTED	0x80131256	-2146233770
VLDTR_E_AROS_OSPLTFRMIDINVAL	0x80131257	-2146233769
VLDTR_E_FILE_NAMENULL	0x80131258	-2146233768
VLDTR_E_CT_NAMENULL	0x80131259	-2146233767
VLDTR_E_TD_EXTENDSCHILD	0x8013125A	-2146233766
VLDTR_E_MAR_NAMENULL	0x8013125B	-2146233765
VLDTR_E_FILE_DUP	0x8013125C	-2146233764
VLDTR_E_FILE_NAMEFULLQLFD	0x8013125D	-2146233763
VLDTR_E_CT_DUP	0x8013125E	-2146233762
VLDTR_E_MAR_DUP	0x8013125F	-2146233761
VLDTR_E_MAR_NOTPUBPRIV	0x80131260	-2146233760
VLDTR_E_TD_ENUMNOVALUE	0x80131261	-2146233759
VLDTR_E_TD_ENUMVALSTATIC	0x80131262	-2146233758
VLDTR_E_TD_ENUMVALNOTSN	0x80131263	-2146233757
VLDTR_E_TD_ENUMFLDNOTST	0x80131264	-2146233756
VLDTR_E_TD_ENUMFLDNOTLIT	0x80131265	-2146233755
VLDTR_E_TD_ENUMNOLITFLDS	0x80131266	-2146233754
VLDTR_E_TD_ENUMFLDSIGMISMATCH	0x80131267	-2146233753
VLDTR_E_TD_ENUMVALNOT1ST	0x80131268	-2146233752
VLDTR_E_FD_NOTVALUERTSN	0x80131269	-2146233751
VLDTR_E_FD_VALUEPARNOTENUM	0x8013126A	-2146233750
VLDTR_E_FD_INSTINIFACE	0x8013126B	-2146233749
VLDTR_E_FD_NOTPUBINIFACE	0x8013126C	-2146233748
VLDTR_E_FMD_GLOBALNOTPUBPRIVSC	0x8013126D	-2146233747
VLDTR_E_FMD_GLOBALNOTSTATIC	0x8013126E	-2146233746
VLDTR_E_FD_GLOBALNORVA	0x8013126F	-2146233745
VLDTR_E_MD_CTORZERORVA	0x80131270	-2146233744
VLDTR_E_FD_MARKEDNOMARSHAL	0x80131271	-2146233743
VLDTR_E_FD_MARSHALNOTMARKED	0x80131272	-2146233742
VLDTR_E_FD_MARKEDNODEFLT	0x80131273	-2146233741
VLDTR_E_FD_DEFLTNOTMARKED	0x80131274	-2146233740
VLDTR_E_FMD_MARKEDNOSECUR	0x80131275	-2146233739
VLDTR_E_FMD_SECURNOTMARKED	0x80131276	-2146233738
VLDTR_E_FMD_PINVOKENOTSTATIC	0x80131277	-2146233737
VLDTR_E_FMD_MARKEDNOPINVOKE	0x80131278	-2146233736
VLDTR_E_FMD_PINVOKENOTMARKED	0x80131279	-2146233735
VLDTR_E_FMD_BADIMPLMAP	0x8013127A	-2146233734
VLDTR_E_IMAP_BADMODREF	0x8013127B	-2146233733
VLDTR_E_IMAP_BADMEMBER	0x8013127C	-2146233732
VLDTR_E_IMAP_BADIMPORTNAME	0x8013127D	-2146233731
VLDTR_E_IMAP_BADCALLCONV	0x8013127E	-2146233730
VLDTR_E_FMD_BADACCESSFLAG	0x8013127F	-2146233729
VLDTR_E_FD_INITONLYANDLITERAL	0x80131280	-2146233728
VLDTR_E_FD_LITERALNOTSTATIC	0x80131281	-2146233727
VLDTR_E_FMD_RTSNNOTSN	0x80131282	-2146233726
VLDTR_E_MD_ABSTPARNOTABST	0x80131283	-2146233725
VLDTR_E_MD_NOTSTATABSTININTF	0x80131284	-2146233724
VLDTR_E_MD_NOTPUBININTF	0x80131285	-2146233723
VLDTR_E_MD_CTORININTF	0x80131286	-2146233722
VLDTR_E_MD_GLOBALCTORCCTOR	0x80131287	-2146233721
VLDTR_E_MD_CTORSTATIC	0x80131288	-2146233720
VLDTR_E_MD_CTORNOTSNRTSN	0x80131289	-2146233719
VLDTR_E_MD_CTORVIRT	0x8013128A	-2146233718
VLDTR_E_MD_CTORABST	0x8013128B	-2146233717
VLDTR_E_MD_CCTORNOTSTATIC	0x8013128C	-2146233716
VLDTR_E_MD_ZERORVA	0x8013128D	-2146233715
VLDTR_E_MD_FINNOTVIRT	0x8013128E	-2146233714
VLDTR_E_MD_STATANDFINORVIRT	0x8013128F	-2146233713
VLDTR_E_MD_ABSTANDFINAL	0x80131290	-2146233712
VLDTR_E_MD_ABSTANDIMPL	0x80131291	-2146233711
VLDTR_E_MD_ABSTANDPINVOKE	0x80131292	-2146233710
VLDTR_E_MD_ABSTNOTVIRT	0x80131293	-2146233709
VLDTR_E_MD_NOTABSTNOTIMPL	0x80131294	-2146233708
VLDTR_E_MD_NOTABSTBADFLAGSRVA	0x80131295	-2146233707
VLDTR_E_MD_PRIVSCOPENORVA	0x80131296	-2146233706
VLDTR_E_MD_GLOBALABSTORVIRT	0x80131297	-2146233705
VLDTR_E_SIG_LONGFORM	0x80131298	-2146233704
VLDTR_E_MD_MULTIPLESEMANTICS	0x80131299	-2146233703
VLDTR_E_MD_INVALIDSEMANTICS	0x8013129A	-2146233702
VLDTR_E_MD_SEMANTICSNOTEXIST	0x8013129B	-2146233701
VLDTR_E_MI_DECLNOTVIRT	0x8013129C	-2146233700
VLDTR_E_FMD_GLOBALITEM	0x8013129D	-2146233699
VLDTR_E_MD_MULTSEMANTICFLAGS	0x8013129E	-2146233698
VLDTR_E_MD_NOSEMANTICFLAGS	0x8013129F	-2146233697
VLDTR_E_FD_FLDINIFACE	0x801312A0	-2146233696
VLDTR_E_AS_HASHALGID	0x801312A1	-2146233695
VLDTR_E_AS_PROCID	0x801312A2	-2146233694
VLDTR_E_AR_PROCID	0x801312A3	-2146233693
VLDTR_E_CN_PARENTRANGE	0x801312A4	-2146233692
VLDTR_E_AS_BADFLAGS	0x801312A5	-2146233691
VLDTR_E_TR_HASTYPEDEF	0x801312A6	-2146233690
VLDTR_E_IFACE_BADIMPL	0x801312A7	-2146233689
VLDTR_E_IFACE_BADIFACE	0x801312A8	-2146233688
VLDTR_E_TD_SECURNOTMARKED	0x801312A9	-2146233687
VLDTR_E_TD_MARKEDNOSECUR	0x801312AA	-2146233686
VLDTR_E_MD_CCTORHASARGS	0x801312AB	-2146233685
VLDTR_E_CT_BADIMPL	0x801312AC	-2146233684
VLDTR_E_MI_ALIENBODY	0x801312AD	-2146233683
VLDTR_E_MD_CCTORCALLCONV	0x801312AE	-2146233682
VLDTR_E_MI_BADCLASS	0x801312AF	-2146233681
VLDTR_E_MI_CLASSISINTF	0x801312B0	-2146233680
VLDTR_E_MI_BADDECL	0x801312B1	-2146233679
VLDTR_E_MI_BADBODY	0x801312B2	-2146233678
VLDTR_E_MI_DUP	0x801312B3	-2146233677
VLDTR_E_FD_BADPARENT	0x801312B4	-2146233676
VLDTR_E_MD_PARAMOUTOFSEQ	0x801312B5	-2146233675
VLDTR_E_MD_PARASEQTOOBIG	0x801312B6	-2146233674
VLDTR_E_MD_PARMMARKEDNOMARSHAL	0x801312B7	-2146233673
VLDTR_E_MD_PARMMARSHALNOTMARKED	0x801312B8	-2146233672
VLDTR_E_MD_PARMMARKEDNODEFLT	0x801312BA	-2146233670
VLDTR_E_MD_PARMDEFLTNOTMARKED	0x801312BB	-2146233669
VLDTR_E_PR_BADSCOPE	0x801312BC	-2146233668
VLDTR_E_PR_NONAME	0x801312BD	-2146233667
VLDTR_E_PR_NOSIG	0x801312BE	-2146233666
VLDTR_E_PR_DUP	0x801312BF	-2146233665
VLDTR_E_PR_BADCALLINGCONV	0x801312C0	-2146233664
VLDTR_E_PR_MARKEDNODEFLT	0x801312C1	-2146233663
VLDTR_E_PR_DEFLTNOTMARKED	0x801312C2	-2146233662
VLDTR_E_PR_BADSEMANTICS	0x801312C3	-2146233661
VLDTR_E_PR_BADMETHOD	0x801312C4	-2146233660
VLDTR_E_PR_ALIENMETHOD	0x801312C5	-2146233659
VLDTR_E_CN_BLOBNOTNULL	0x801312C6	-2146233658
VLDTR_E_CN_BLOBNULL	0x801312C7	-2146233657
VLDTR_E_EV_BADSCOPE	0x801312C8	-2146233656
VLDTR_E_EV_NONAME	0x801312CA	-2146233654
VLDTR_E_EV_DUP	0x801312CB	-2146233653
VLDTR_E_EV_BADEVTYPE	0x801312CC	-2146233652
VLDTR_E_EV_EVTYPENOTCLASS	0x801312CD	-2146233651
VLDTR_E_EV_BADSEMANTICS	0x801312CE	-2146233650
VLDTR_E_EV_BADMETHOD	0x801312CF	-2146233649
VLDTR_E_EV_ALIENMETHOD	0x801312D0	-2146233648
VLDTR_E_EV_NOADDON	0x801312D1	-2146233647
VLDTR_E_EV_NOREMOVEON	0x801312D2	-2146233646
VLDTR_E_CT_DUPTDNAME	0x801312D3	-2146233645
VLDTR_E_MAR_BADOFFSET	0x801312D4	-2146233644
VLDTR_E_DS_BADOWNER	0x801312D5	-2146233643
VLDTR_E_DS_BADFLAGS	0x801312D6	-2146233642
VLDTR_E_DS_NOBLOB	0x801312D7	-2146233641
VLDTR_E_MAR_BADIMPL	0x801312D8	-2146233640
VLDTR_E_MR_VARARGCALLINGCONV	0x801312DA	-2146233638
VLDTR_E_MD_CTORNOTVOID	0x801312DB	-2146233637
VLDTR_E_EV_FIRENOTVOID	0x801312DC	-2146233636
VLDTR_E_AS_BADLOCALE	0x801312DD	-2146233635
VLDTR_E_CN_PARENTTYPE	0x801312DE	-2146233634
VLDTR_E_SIG_SENTINMETHODDEF	0x801312DF	-2146233633
VLDTR_E_SIG_SENTMUSTVARARG	0x801312E0	-2146233632
VLDTR_E_SIG_MULTSENTINELS	0x801312E1	-2146233631
VLDTR_E_SIG_LASTSENTINEL	0x801312E2	-2146233630
VLDTR_E_SIG_MISSARG	0x801312E3	-2146233629
VLDTR_E_SIG_BYREFINFIELD	0x801312E4	-2146233628
VLDTR_E_MD_SYNCMETHODINVTYPE	0x801312E5	-2146233627
VLDTR_E_TD_NAMETOOLONG	0x801312E6	-2146233626
VLDTR_E_AS_PROCDUP	0x801312E7	-2146233625
VLDTR_E_ASOS_DUP	0x801312E8	-2146233624
VLDTR_E_MAR_BADFLAGS	0x801312E9	-2146233623
VLDTR_E_CT_NOTYPEDEFID	0x801312EA	-2146233622
VLDTR_E_FILE_BADFLAGS	0x801312EB	-2146233621
VLDTR_E_FILE_NULLHASH	0x801312EC	-2146233620
VLDTR_E_MOD_NONAME	0x801312ED	-2146233619
VLDTR_E_MOD_NAMEFULLQLFD	0x801312EE	-2146233618
VLDTR_E_TD_RTSPCLNOTSPCL	0x801312EF	-2146233617
VLDTR_E_TD_EXTENDSIFACE	0x801312F0	-2146233616
VLDTR_E_MD_CTORPINVOKE	0x801312F1	-2146233615
VLDTR_E_TD_SYSENUMNOTCLASS	0x801312F2	-2146233614
VLDTR_E_TD_SYSENUMNOTEXTVTYPE	0x801312F3	-2146233613
VLDTR_E_MI_SIGMISMATCH	0x801312F4	-2146233612
VLDTR_E_TD_ENUMHASMETHODS	0x801312F5	-2146233611
VLDTR_E_TD_ENUMIMPLIFACE	0x801312F6	-2146233610
VLDTR_E_TD_ENUMHASPROP	0x801312F7	-2146233609
VLDTR_E_TD_ENUMHASEVENT	0x801312F8	-2146233608
VLDTR_E_TD_BADMETHODLST	0x801312F9	-2146233607
VLDTR_E_TD_BADFIELDLST	0x801312FA	-2146233606
VLDTR_E_CN_BADTYPE	0x801312FB	-2146233605
VLDTR_E_TD_ENUMNOINSTFLD	0x801312FC	-2146233604
VLDTR_E_TD_ENUMMULINSTFLD	0x801312FD	-2146233603
VLDTR_E_INTERRUPTED	0x801312FE	-2146233602
VLDTR_E_NOTINIT	0x801312FF	-2146233601
VLDTR_E_IFACE_NOTIFACE	0x80131B00	-2146231552
VLDTR_E_FD_RVAHASNORVA	0x80131B01	-2146231551
VLDTR_E_FD_RVAHASZERORVA	0x80131B02	-2146231550
VLDTR_E_MD_RVAANDIMPLMAP	0x80131B03	-2146231549
VLDTR_E_TD_EXTRAFLAGS	0x80131B04	-2146231548
VLDTR_E_TD_EXTENDSITSELF	0x80131B05	-2146231547
VLDTR_E_TD_SYSVTNOTEXTOBJ	0x80131B06	-2146231546
VLDTR_E_TD_EXTTYPESPEC	0x80131B07	-2146231545
VLDTR_E_TD_VTNOSIZE	0x80131B09	-2146231543
VLDTR_E_TD_IFACESEALED	0x80131B0A	-2146231542
VLDTR_E_NC_BADNESTED	0x80131B0B	-2146231541
VLDTR_E_NC_BADENCLOSER	0x80131B0C	-2146231540
VLDTR_E_NC_DUP	0x80131B0D	-2146231539
VLDTR_E_NC_DUPENCLOSER	0x80131B0E	-2146231538
VLDTR_E_FRVA_ZERORVA	0x80131B0F	-2146231537
VLDTR_E_FRVA_BADFIELD	0x80131B10	-2146231536
VLDTR_E_FRVA_DUPRVA	0x80131B11	-2146231535
VLDTR_E_FRVA_DUPFIELD	0x80131B12	-2146231534
VLDTR_E_EP_BADTOKEN	0x80131B13	-2146231533
VLDTR_E_EP_INSTANCE	0x80131B14	-2146231532
VLDTR_E_TD_ENUMFLDBADTYPE	0x80131B15	-2146231531
VLDTR_E_MD_BADRVA	0x80131B16	-2146231530
VLDTR_E_FD_LITERALNODEFAULT	0x80131B17	-2146231529
VLDTR_E_IFACE_METHNOTIMPL	0x80131B18	-2146231528
VLDTR_E_CA_BADPARENT	0x80131B19	-2146231527
VLDTR_E_CA_BADTYPE	0x80131B1A	-2146231526
VLDTR_E_CA_NOTCTOR	0x80131B1B	-2146231525
VLDTR_E_CA_BADSIG	0x80131B1C	-2146231524
VLDTR_E_CA_NOSIG	0x80131B1D	-2146231523
VLDTR_E_CA_BADPROLOG	0x80131B1E	-2146231522
VLDTR_E_MD_BADLOCALSIGTOK	0x80131B1F	-2146231521
VLDTR_E_MD_BADHEADER	0x80131B20	-2146231520
VLDTR_E_EP_TOOMANYARGS	0x80131B21	-2146231519
VLDTR_E_EP_BADRET	0x80131B22	-2146231518
VLDTR_E_EP_BADARG	0x80131B23	-2146231517
VLDTR_E_SIG_BADVOID	0x80131B24	-2146231516
VLDTR_E_IFACE_METHMULTIMPL	0x80131B25	-2146231515
VLDTR_E_GP_NAMENULL	0x80131B26	-2146231514
VLDTR_E_GP_OWNERNIL	0x80131B27	-2146231513
VLDTR_E_GP_DUPNAME	0x80131B28	-2146231512
VLDTR_E_GP_DUPNUMBER	0x80131B29	-2146231511
VLDTR_E_GP_NONSEQ_BY_OWNER	0x80131B2A	-2146231510
VLDTR_E_GP_NONSEQ_BY_NUMBER	0x80131B2B	-2146231509
VLDTR_E_GP_UNEXPECTED_OWNER_FOR_VARIANT_VAR	0x80131B2C	-2146231508
VLDTR_E_GP_ILLEGAL_VARIANT_MVAR	0x80131B2D	-2146231507
VLDTR_E_GP_ILLEGAL_VARIANCE_FLAGS	0x80131B2E	-2146231506
VLDTR_E_GP_REFANDVALUETYPE	0x80131B2F	-2146231505
VLDTR_E_GPC_OWNERNIL	0x80131B30	-2146231504
VLDTR_E_GPC_DUP	0x80131B31	-2146231503
VLDTR_E_GPC_NONCONTIGUOUS	0x80131B32	-2146231502
VLDTR_E_MS_METHODNIL	0x80131B33	-2146231501
VLDTR_E_MS_DUP	0x80131B34	-2146231500
VLDTR_E_MS_BADCALLINGCONV	0x80131B35	-2146231499
VLDTR_E_MS_MISSARITY	0x80131B36	-2146231498
VLDTR_E_MS_MISSARG	0x80131B37	-2146231497
VLDTR_E_MS_ARITYMISMATCH	0x80131B38	-2146231496
VLDTR_E_MS_METHODNOTGENERIC	0x80131B39	-2146231495
VLDTR_E_SIG_MISSARITY	0x80131B3A	-2146231494
VLDTR_E_SIG_ARITYMISMATCH	0x80131B3B	-2146231493
VLDTR_E_MD_GENERIC_CCTOR	0x80131B3C	-2146231492
VLDTR_E_MD_GENERIC_CTOR	0x80131B3D	-2146231491
VLDTR_E_MD_GENERIC_IMPORT	0x80131B3E	-2146231490
VLDTR_E_MD_GENERIC_BADCALLCONV	0x80131B3F	-2146231489
VLDTR_E_MD_GENERIC_GLOBAL	0x80131B40	-2146231488
VLDTR_E_EP_GENERIC_METHOD	0x80131B41	-2146231487
VLDTR_E_MD_MISSARITY	0x80131B42	-2146231486
VLDTR_E_MD_ARITYZERO	0x80131B43	-2146231485
VLDTR_E_SIG_ARITYZERO	0x80131B44	-2146231484
VLDTR_E_MS_ARITYZERO	0x80131B45	-2146231483
VLDTR_E_MD_GPMISMATCH	0x80131B46	-2146231482
VLDTR_E_EP_GENERIC_TYPE	0x80131B47	-2146231481
VLDTR_E_MI_DECLNOTGENERIC	0x80131B48	-2146231480
VLDTR_E_MI_IMPLNOTGENERIC	0x80131B49	-2146231479
VLDTR_E_MI_ARITYMISMATCH	0x80131B4A	-2146231478
VLDTR_E_TD_EXTBADTYPESPEC	0x80131B4B	-2146231477
VLDTR_E_SIG_BYREFINST	0x80131B4C	-2146231476
VLDTR_E_MS_BYREFINST	0x80131B4D	-2146231475
VLDTR_E_TS_EMPTY	0x80131B4E	-2146231474
VLDTR_E_TS_HASSENTINALS	0x80131B4F	-2146231473
VLDTR_E_TD_GENERICHASEXPLAYOUT	0x80131B50	-2146231472
VLDTR_E_SIG_BADTOKTYPE	0x80131B51	-2146231471
VLDTR_E_IFACE_METHNOTIMPLTHISMOD	0x80131B52	-2146231470
CORDBG_E_UNRECOVERABLE_ERROR	0x80131300	-2146233600
CORDBG_E_PROCESS_TERMINATED	0x80131301	-2146233599
CORDBG_E_PROCESS_NOT_SYNCHRONIZED	0x80131302	-2146233598
CORDBG_E_CLASS_NOT_LOADED	0x80131303	-2146233597
CORDBG_E_IL_VAR_NOT_AVAILABLE	0x80131304	-2146233596
CORDBG_E_BAD_REFERENCE_VALUE	0x80131305	-2146233595
CORDBG_E_FIELD_NOT_AVAILABLE	0x80131306	-2146233594
CORDBG_E_NON_NATIVE_FRAME	0x80131307	-2146233593
CORDBG_E_NONCONTINUABLE_EXCEPTION	0x80131308	-2146233592
CORDBG_E_CODE_NOT_AVAILABLE	0x80131309	-2146233591
CORDBG_E_FUNCTION_NOT_IL	0x8013130A	-2146233590
CORDBG_S_BAD_START_SEQUENCE_POINT	0x0013130B	1250059
CORDBG_S_BAD_END_SEQUENCE_POINT	0x0013130C	1250060
CORDBG_S_INSUFFICIENT_INFO_FOR_SET_IP	0x0013130D	1250061
CORDBG_E_CANT_SET_IP_INTO_FINALLY	0x8013130E	-2146233586
CORDBG_E_CANT_SET_IP_OUT_OF_FINALLY	0x8013130F	-2146233585
CORDBG_E_CANT_SET_IP_INTO_CATCH	0x80131310	-2146233584
